 0.000000E+00  1.303843E+05  1.193609E+05  1.102341E+04
 1.000000E+00  1.193672E+05  1.193672E+05  0.000000E+00
 2.000000E+00  1.194005E+05  1.194005E+05  0.000000E+00
 3.000000E+00  1.194646E+05  1.194646E+05  0.000000E+00
 4.000000E+00  1.195163E+05  1.195163E+05  0.000000E+00
 5.000000E+00  1.194790E+05  1.194790E+05  0.000000E+00
 6.000000E+00  1.194883E+05  1.194883E+05  0.000000E+00
 7.000000E+00  1.194964E+05  1.194964E+05  0.000000E+00
 8.000000E+00  1.195193E+05  1.195193E+05  0.000000E+00
 9.000000E+00  1.194924E+05  1.194924E+05  0.000000E+00
 1.000000E+01  1.194116E+05  1.194116E+05  0.000000E+00
 1.100000E+01  1.194231E+05  1.194231E+05  0.000000E+00
 1.200000E+01  1.194940E+05  1.194940E+05  0.000000E+00
 1.300000E+01  1.194713E+05  1.194713E+05  0.000000E+00
 1.400000E+01  1.195081E+05  1.195081E+05  0.000000E+00
 1.500000E+01  1.194958E+05  1.194958E+05  0.000000E+00
 1.600000E+01  1.194377E+05  1.194377E+05  0.000000E+00
 1.700000E+01  1.195473E+05  1.195473E+05  0.000000E+00
 1.800000E+01  1.196228E+05  1.196228E+05  0.000000E+00
 1.900000E+01  1.195847E+05  1.195847E+05  0.000000E+00
 2.000000E+01  1.195407E+05  1.195407E+05  0.000000E+00
 2.100000E+01  1.194860E+05  1.194860E+05  0.000000E+00
 2.200000E+01  1.195505E+05  1.195505E+05  0.000000E+00
 2.300000E+01  1.195556E+05  1.195556E+05  0.000000E+00
 2.400000E+01  1.195908E+05  1.195908E+05  0.000000E+00
 2.500000E+01  1.195689E+05  1.195689E+05  0.000000E+00
 2.600000E+01  1.196354E+05  1.196354E+05  0.000000E+00
 2.700000E+01  1.196593E+05  1.196593E+05  0.000000E+00
 2.800000E+01  1.195948E+05  1.195948E+05  0.000000E+00
 2.900000E+01  1.195945E+05  1.195945E+05  0.000000E+00
 3.000000E+01  1.196189E+05  1.196189E+05  0.000000E+00
 3.100000E+01  1.195314E+05  1.195314E+05  0.000000E+00
 3.200000E+01  1.195671E+05  1.195671E+05  0.000000E+00
 3.300000E+01  1.195697E+05  1.195697E+05  0.000000E+00
 3.400000E+01  1.195802E+05  1.195802E+05  0.000000E+00
 3.500000E+01  1.195958E+05  1.195958E+05  0.000000E+00
 3.600000E+01  1.195621E+05  1.195621E+05  0.000000E+00
 3.700000E+01  1.196518E+05  1.196518E+05  0.000000E+00
 3.800000E+01  1.196415E+05  1.196415E+05  0.000000E+00
 3.900000E+01  1.196575E+05  1.196575E+05  0.000000E+00
 4.000000E+01  1.196157E+05  1.196157E+05  0.000000E+00
 4.100000E+01  1.196038E+05  1.196038E+05  0.000000E+00
 4.200000E+01  1.195464E+05  1.195464E+05  0.000000E+00
 4.300000E+01  1.195015E+05  1.195015E+05  0.000000E+00
 4.400000E+01  1.195375E+05  1.195375E+05  0.000000E+00
 4.500000E+01  1.195444E+05  1.195444E+05  0.000000E+00
 4.600000E+01  1.195146E+05  1.195146E+05  0.000000E+00
 4.700000E+01  1.194969E+05  1.194969E+05  0.000000E+00
 4.800000E+01  1.194879E+05  1.194879E+05  0.000000E+00
 4.900000E+01  1.194599E+05  1.194599E+05  0.000000E+00
 5.000000E+01  1.195141E+05  1.195141E+05  0.000000E+00
 5.100000E+01  1.195981E+05  1.195981E+05  0.000000E+00
 5.200000E+01  1.196599E+05  1.196599E+05  0.000000E+00
 5.300000E+01  1.196787E+05  1.196787E+05  0.000000E+00
 5.400000E+01  1.197257E+05  1.197257E+05  0.000000E+00
 5.500000E+01  1.197634E+05  1.197634E+05  0.000000E+00
 5.600000E+01  1.197482E+05  1.197482E+05  0.000000E+00
 5.700000E+01  1.197825E+05  1.197825E+05  0.000000E+00
 5.800000E+01  1.197877E+05  1.197877E+05  0.000000E+00
 5.900000E+01  1.196614E+05  1.196614E+05  0.000000E+00
 6.000000E+01  1.196151E+05  1.196151E+05  0.000000E+00
 6.100000E+01  1.196311E+05  1.196311E+05  0.000000E+00
 6.200000E+01  1.196269E+05  1.196269E+05  0.000000E+00
 6.300000E+01  1.196344E+05  1.196344E+05  0.000000E+00
 6.400000E+01  1.196829E+05  1.196829E+05  0.000000E+00
 6.500000E+01  1.196698E+05  1.196698E+05  0.000000E+00
 6.600000E+01  1.196723E+05  1.196723E+05  0.000000E+00
